size_bytes,extension,file_age_days,days_since_modified,modification_count,recent_activity_count,is_duplicate,duplicate_count,folder_type,importance_label
99546648,.exe,0,732,0,0,0,0,DESKTOP,LOW
159713,.jpeg,0,667,0,0,0,0,DESKTOP,LOW
132757,.jpeg,0,667,0,0,0,0,DESKTOP,LOW
3367072,.pptx,0,344,0,0,0,0,DOCUMENTS,MEDIUM
7601019,.pptx,0,272,0,0,0,0,DOCUMENTS,HIGH
7416448,.pptx,0,280,0,0,0,0,DOCUMENTS,HIGH
6677479,.pptx,0,300,0,0,0,0,DOCUMENTS,MEDIUM
7202088,.pptx,0,301,1,1,0,0,DOCUMENTS,MEDIUM
2917716,.pptx,0,539,0,0,0,0,DOCUMENTS,MEDIUM
2331428,.pptx,0,170,0,0,0,0,DOCUMENTS,HIGH
1587915,.pptx,0,586,0,0,0,0,DOCUMENTS,LOW
7202093,.pptx,0,301,0,0,0,0,DOCUMENTS,MEDIUM
530628,.pptx,0,308,0,0,0,0,DOCUMENTS,MEDIUM
1003,.txt,0,275,0,0,0,0,DOCUMENTS,MEDIUM
516713,.pptx,0,539,0,0,0,0,DOCUMENTS,LOW
1641138,.pptx,0,444,0,0,0,0,DOCUMENTS,LOW
35516,.pptx,0,637,0,0,0,0,DOCUMENTS,LOW
14240361,.pptx,0,357,0,0,0,0,DOCUMENTS,LOW
2054162,.xlsx,0,884,0,0,1,2,DOCUMENTS,LOW
1965885,.pptx,0,165,0,0,0,0,DOCUMENTS,HIGH
722614,.pptx,0,165,0,0,0,0,DOCUMENTS,HIGH
17763,.xlsx,0,342,0,0,0,0,DOCUMENTS,MEDIUM
2483391,.pptx,0,630,0,0,0,0,DOCUMENTS,LOW
6526177,.pptx,0,453,0,1,0,0,DOCUMENTS,LOW
6453455,.pptx,0,538,0,0,0,0,DOCUMENTS,LOW
530561,.pptx,0,308,0,0,0,0,DOCUMENTS,MEDIUM
6583396,.pptx,0,706,0,0,1,2,DOCUMENTS,LOW
162405,.pptx,0,487,0,0,0,0,DOCUMENTS,LOW
162405,.pptx,0,447,0,1,0,0,DOCUMENTS,LOW
164874,.pptx,0,634,0,1,0,0,DOCUMENTS,LOW
11503527,.pptx,0,344,0,1,0,0,DOCUMENTS,LOW
2644939,.pptx,0,148,0,0,0,0,DOCUMENTS,HIGH
2391811,.pptx,0,344,0,0,0,0,DOCUMENTS,LOW
4009186,.pptx,0,344,0,0,0,0,DOCUMENTS,LOW
4639424,.pptx,0,471,0,0,0,0,DOCUMENTS,LOW
5030813,.pptx,0,84,0,0,0,0,DOCUMENTS,HIGH
1364745,.pdf,0,604,0,0,1,2,DOCUMENTS,LOW
1364745,.pdf,0,653,0,0,1,2,DOCUMENTS,LOW
4066331,.pdf,0,604,0,0,1,2,DOCUMENTS,LOW
4066331,.pdf,0,652,0,0,1,2,DOCUMENTS,LOW
2472319,.pdf,0,604,0,0,1,2,DOCUMENTS,LOW
2472319,.pdf,0,642,0,0,1,2,DOCUMENTS,LOW
4329157,.pdf,0,604,0,0,1,2,DOCUMENTS,LOW
4329157,.pdf,0,642,0,0,1,2,DOCUMENTS,LOW
1761660,.pdf,0,642,0,0,1,3,DOCUMENTS,LOW
1761660,.pdf,0,604,0,0,1,3,DOCUMENTS,LOW
1761660,.pdf,0,642,0,0,1,3,DOCUMENTS,LOW
1213497,.pdf,0,623,0,0,0,0,DOCUMENTS,LOW
20142198,.pdf,0,623,0,0,0,0,DOCUMENTS,LOW
23723877,.pdf,0,449,0,0,0,0,DOCUMENTS,LOW
7870588,.pdf,0,449,0,0,0,0,DOCUMENTS,LOW
12221679,.pdf,0,449,0,0,0,0,DOCUMENTS,LOW
10447464,.pptx,0,364,0,0,0,0,DOCUMENTS,MEDIUM
7988776,.pdf,0,502,0,0,0,0,DOCUMENTS,LOW
875234,.pdf,0,428,0,0,1,4,DOCUMENTS,LOW
875234,.pdf,0,428,0,0,1,4,DOCUMENTS,LOW
875234,.pdf,0,428,0,0,1,4,DOCUMENTS,LOW
875234,.pdf,0,428,0,0,1,4,DOCUMENTS,LOW
24137938,.pdf,0,633,0,0,0,0,DOCUMENTS,LOW
194282,.pdf,0,281,0,0,0,0,DOCUMENTS,MEDIUM
242060,.pdf,0,310,0,0,0,0,DOCUMENTS,MEDIUM
1746888,.pdf,0,447,0,0,0,0,DOCUMENTS,LOW
412381,.pdf,0,647,0,0,0,0,DOCUMENTS,LOW
245684,.pdf,0,647,0,0,0,0,DOCUMENTS,LOW
464478,.pdf,0,647,0,0,0,0,DOCUMENTS,LOW
403763,.pdf,0,465,0,0,0,0,DOCUMENTS,LOW
353221,.pdf,0,465,0,0,0,0,DOCUMENTS,LOW
303317,.pdf,0,465,0,0,0,0,DOCUMENTS,LOW
587997,.pdf,0,456,0,0,0,0,DOCUMENTS,LOW
180318,.pdf,0,450,0,0,0,0,DOCUMENTS,LOW
133921,.pdf,0,468,0,0,1,3,DOCUMENTS,LOW
133921,.pdf,0,468,0,0,1,3,DOCUMENTS,LOW
133921,.pdf,0,468,0,0,1,3,DOCUMENTS,LOW
103023,.pdf,0,450,0,0,0,0,DOCUMENTS,LOW
3630,.pdf,0,449,0,0,0,0,DOCUMENTS,LOW
30111,.pdf,0,314,0,0,0,0,DOCUMENTS,MEDIUM
2108517,.pptx,0,679,0,0,1,6,DOCUMENTS,LOW
2108517,.pptx,0,679,0,0,1,6,DOCUMENTS,LOW
2108517,.pptx,0,679,0,0,1,6,DOCUMENTS,LOW
2181230,.pptx,0,679,0,0,1,2,DOCUMENTS,LOW
2189372,.pptx,0,679,0,0,1,2,DOCUMENTS,LOW
158578,.pdf,0,280,0,0,0,0,DOCUMENTS,MEDIUM
3187201,.pptx,0,539,0,0,0,0,DOCUMENTS,LOW
2376994,.pptx,0,453,0,0,0,0,DOCUMENTS,LOW
2326320,.pptx,0,113,0,0,0,0,DOCUMENTS,HIGH
2380710,.pptx,0,628,0,0,0,0,DOCUMENTS,LOW
335777,.pptx,0,704,0,0,1,2,DOCUMENTS,LOW
1602785,.pptx,0,153,0,0,0,0,DOCUMENTS,HIGH
3111760,.pdf,0,879,0,0,1,2,DOCUMENTS,LOW
369765,.pdf,0,371,0,0,0,0,DOCUMENTS,LOW
53321363,.pdf,0,645,0,0,0,0,DOCUMENTS,LOW
19185763,.pdf,0,666,0,0,0,0,DOCUMENTS,LOW
1691469,.pdf,0,447,0,0,0,0,DOCUMENTS,LOW
580993,.pdf,0,630,0,0,0,0,DOCUMENTS,LOW
45675,.pdf,0,281,0,0,0,0,DOCUMENTS,MEDIUM
1048576,.pdf,0,180,0,0,0,0,DOCUMENTS,HIGH
1639710,.pptx,0,113,0,0,0,0,DOCUMENTS,HIGH
392209,.pdf,0,633,0,0,0,0,DOCUMENTS,LOW
34096067,.pdf,0,686,0,0,1,2,DOCUMENTS,LOW
696509,.pptx,0,170,0,0,0,0,DOCUMENTS,HIGH
1351365,.xlsx,0,157,0,0,0,0,DOCUMENTS,HIGH
156597,.pdf,0,288,0,0,0,0,DOCUMENTS,MEDIUM
317603,.pdf,0,366,0,0,0,0,DOCUMENTS,MEDIUM
4100031,.pptx,0,113,0,0,0,0,DOCUMENTS,HIGH
600379,.pdf,0,370,0,0,0,0,DOCUMENTS,MEDIUM
16951959,.pdf,0,638,0,0,0,0,DOCUMENTS,LOW
2422505,.pdf,0,642,0,0,0,0,DOCUMENTS,LOW
306228,.pdf,0,641,0,0,0,0,DOCUMENTS,LOW
233755,.pdf,0,641,0,0,0,0,DOCUMENTS,LOW
371982,.pdf,0,641,0,0,0,0,DOCUMENTS,LOW
123701,.pdf,0,641,0,0,0,0,DOCUMENTS,LOW
622860,.pdf,0,641,0,0,0,0,DOCUMENTS,LOW
737222,.pdf,0,641,0,0,0,0,DOCUMENTS,LOW
124183,.pdf,0,639,0,0,0,0,DOCUMENTS,LOW
352441,.pdf,0,639,0,0,0,0,DOCUMENTS,LOW
4251016,.pdf,0,640,0,0,0,0,DOCUMENTS,LOW
63761,.pdf,0,693,0,0,1,4,DOCUMENTS,LOW
63761,.pdf,0,693,0,0,1,4,DOCUMENTS,LOW
352111,.pdf,0,288,0,0,0,0,DOCUMENTS,MEDIUM
12333427,.pdf,0,329,0,0,0,0,DOCUMENTS,MEDIUM
304656,.pdf,0,686,0,0,1,2,DOCUMENTS,LOW
302094,.pdf,0,596,0,0,0,0,DOCUMENTS,LOW
216061,.pdf,0,596,0,0,0,0,DOCUMENTS,LOW
141173,.pdf,0,596,0,0,0,0,DOCUMENTS,LOW
367620,.pdf,0,596,0,0,0,0,DOCUMENTS,LOW
127626,.pdf,0,596,0,0,0,0,DOCUMENTS,LOW
1665538,.pdf,0,596,0,0,0,0,DOCUMENTS,LOW
686624,.pdf,0,596,0,0,0,0,DOCUMENTS,LOW
83985,.pdf,0,673,0,0,1,2,DOCUMENTS,LOW
425136,.pdf,0,502,0,0,0,0,DOCUMENTS,LOW
137563,.pdf,0,343,0,0,0,0,DOCUMENTS,MEDIUM
2375126,.pptx,0,445,0,0,0,0,DOCUMENTS,LOW
1642604,.pptx,0,445,0,0,0,0,DOCUMENTS,LOW
1325283,.pptx,0,451,0,0,0,0,DOCUMENTS,LOW
1294166,.pdf,0,444,0,0,1,2,DOCUMENTS,LOW
1294166,.pdf,0,447,0,0,1,2,DOCUMENTS,LOW
1281260,.pdf,0,444,0,0,0,0,DOCUMENTS,LOW
277349,.pdf,0,343,0,0,0,0,DOCUMENTS,MEDIUM
374488,.pdf,0,684,0,0,1,5,DOCUMENTS,LOW
374488,.pdf,0,641,0,0,1,5,DOCUMENTS,LOW
374488,.pdf,0,684,0,0,1,5,DOCUMENTS,LOW
2104892,.pdf,0,334,0,0,0,0,DOCUMENTS,MEDIUM
1929041,.pdf,0,334,0,0,0,0,DOCUMENTS,MEDIUM
2716163,.pdf,0,334,0,0,0,0,DOCUMENTS,MEDIUM
49017594,.pdf,0,299,0,0,0,0,DOCUMENTS,MEDIUM
70489,.pdf,0,358,0,0,1,2,DOCUMENTS,MEDIUM
70489,.pdf,0,488,0,0,1,2,DOCUMENTS,LOW
1272905,.pptx,0,169,0,0,0,0,DOCUMENTS,HIGH
1877234,.pptx,0,106,0,0,0,0,DOCUMENTS,HIGH
6316,.xlsx,0,365,0,0,0,0,DOCUMENTS,MEDIUM
7263,.xlsx,0,365,0,0,0,0,DOCUMENTS,MEDIUM
3253490,.pdf,0,634,0,0,0,0,DOCUMENTS,LOW
2819275,.pptx,0,634,0,0,0,0,DOCUMENTS,LOW
12220885,.pptx,0,167,0,0,0,0,DOCUMENTS,HIGH
2176,.pdf,0,423,0,0,0,0,DOCUMENTS,LOW
177686,.pdf,0,449,0,0,0,0,DOCUMENTS,LOW
128099,.pdf,0,371,0,0,1,2,DOCUMENTS,MEDIUM
128099,.pdf,0,428,0,0,1,2,DOCUMENTS,LOW
1835,.txt,0,665,0,0,0,0,DOCUMENTS,LOW
215367,.pdf,0,370,0,0,0,0,DOCUMENTS,MEDIUM
1868,.txt,0,275,0,0,0,0,DOCUMENTS,MEDIUM
2694,.txt,0,275,0,0,0,0,DOCUMENTS,MEDIUM
2160,.txt,0,275,0,0,0,0,DOCUMENTS,MEDIUM
1542,.txt,0,275,2,2,0,0,DOCUMENTS,MEDIUM
1066,.txt,0,275,0,0,0,0,DOCUMENTS,MEDIUM
705,.txt,0,275,0,0,0,0,DOCUMENTS,MEDIUM
1205,.txt,0,275,0,0,0,0,DOCUMENTS,MEDIUM
47660,.pdf,0,448,0,0,0,0,DOCUMENTS,MEDIUM
2235921,.pdf,0,282,0,0,0,0,DOCUMENTS,MEDIUM
1177730,.pdf,0,283,0,0,0,0,DOCUMENTS,MEDIUM
5494866,.pdf,0,328,0,0,0,0,DOCUMENTS,MEDIUM
4549,.pdf,0,485,0,0,0,0,DOCUMENTS,LOW
388173,.pdf,0,638,0,0,0,0,DOCUMENTS,LOW
6434430,.pptx,0,637,0,0,0,0,DOCUMENTS,LOW
936988,.pdf,0,632,0,0,0,0,DOCUMENTS,LOW
1215474,.pdf,0,356,0,0,0,0,DOCUMENTS,MEDIUM
11663966,.pdf,0,314,0,0,0,0,DOCUMENTS,MEDIUM
979296,.pdf,0,390,0,0,1,2,DOCUMENTS,MEDIUM
979296,.pdf,0,390,0,0,1,2,DOCUMENTS,MEDIUM
63169,.pdf,0,487,0,0,0,0,DOCUMENTS,LOW
5027721,.pptx,0,638,0,0,0,0,DOCUMENTS,LOW
2712377,.pptx,0,30,0,0,0,0,DOCUMENTS,HIGH
8980804,.pdf,0,299,0,0,0,0,DOWNLOADS,MEDIUM
2354512,.pdf,0,450,0,0,0,0,DOWNLOADS,LOW
2084990,.pdf,0,450,0,0,1,2,DOWNLOADS,LOW
2084990,.pdf,0,465,0,0,1,2,DOWNLOADS,LOW
4760,.pdf,0,635,0,0,1,3,DOWNLOADS,LOW
4760,.pdf,0,693,0,0,1,3,DOWNLOADS,LOW
5503,.pdf,0,635,0,0,1,3,DOWNLOADS,LOW
1013445,.pdf,0,390,0,0,0,0,DOWNLOADS,LOW
5503,.pdf,0,693,0,0,1,3,DOWNLOADS,LOW
81445,.pdf,0,635,0,0,1,3,DOWNLOADS,LOW
81445,.pdf,0,693,0,0,1,3,DOWNLOADS,LOW
82140,.pdf,0,693,0,0,1,5,DOWNLOADS,LOW
82140,.pdf,0,635,0,0,1,5,DOWNLOADS,LOW
82140,.pdf,0,693,0,0,1,5,DOWNLOADS,LOW
5025,.pdf,0,693,0,0,1,2,DOWNLOADS,LOW
85011,.pdf,0,693,0,0,1,2,DOWNLOADS,LOW
224224,.pdf,0,275,0,0,0,0,DOWNLOADS,MEDIUM
173729,.pdf,0,832,0,0,1,6,DOWNLOADS,LOW
173729,.pdf,0,832,0,0,1,6,DOWNLOADS,LOW
173729,.pdf,0,832,0,0,1,6,DOWNLOADS,LOW
94314,.pdf,0,635,0,0,0,0,DOWNLOADS,LOW
96528,.pdf,0,635,0,0,1,3,DOWNLOADS,LOW
96528,.pdf,0,693,0,0,1,3,DOWNLOADS,LOW
1520099,.pdf,0,634,0,0,1,2,DOWNLOADS,LOW
1520099,.pdf,0,635,0,0,1,2,DOWNLOADS,LOW
4832,.pdf,0,711,0,0,1,6,DOWNLOADS,LOW
4832,.pdf,0,711,0,0,1,6,DOWNLOADS,LOW
4832,.pdf,0,711,0,0,1,6,DOWNLOADS,LOW
7477,.pdf,0,635,0,0,1,3,DOWNLOADS,LOW
7477,.pdf,0,693,0,0,1,3,DOWNLOADS,LOW
4174,.pdf,0,635,0,0,1,3,DOWNLOADS,LOW
4174,.pdf,0,693,0,0,1,3,DOWNLOADS,LOW
307339,.pdf,0,250,0,0,0,0,DOWNLOADS,MEDIUM
748492,.pdf,0,219,0,0,1,2,DOWNLOADS,MEDIUM
748492,.pdf,0,219,0,0,1,2,DOWNLOADS,MEDIUM
215337,.pdf,0,450,0,0,0,0,DOWNLOADS,LOW
1252645,.pdf,0,499,0,0,0,0,DOWNLOADS,LOW
32829,.pdf,0,343,0,0,0,0,DOWNLOADS,MEDIUM
32356,.pdf,0,641,0,0,0,0,DOWNLOADS,LOW
445177,.pdf,0,451,0,0,0,0,DOWNLOADS,LOW
16778226,.pdf,0,428,0,0,0,0,DOWNLOADS,LOW
885435,.pdf,0,451,0,0,1,2,DOWNLOADS,LOW
885435,.pdf,0,451,0,0,1,2,DOWNLOADS,LOW
148076,.pdf,0,451,0,0,0,0,DOWNLOADS,LOW
812476,.pdf,0,451,0,0,0,0,DOWNLOADS,LOW
420165,.pdf,0,451,0,0,0,0,DOWNLOADS,LOW
42426,.pdf,0,390,0,0,0,0,DOWNLOADS,MEDIUM
6618007,.pdf,0,639,0,0,0,0,DOWNLOADS,LOW
452461,.pdf,0,465,0,0,0,0,DOWNLOADS,LOW
1242488,.pdf,0,609,0,0,0,0,DOWNLOADS,LOW
2198812,.pdf,0,609,0,0,0,0,DOWNLOADS,LOW
381648,.pdf,0,642,0,0,0,0,DOWNLOADS,LOW
752964,.pdf,0,609,0,0,0,0,DOWNLOADS,LOW
898844,.pdf,0,609,0,0,0,0,DOWNLOADS,LOW
928449,.pdf,0,673,0,0,1,2,DOWNLOADS,LOW
1112242,.pdf,0,657,0,0,0,0,DOWNLOADS,LOW
317680,.pdf,0,673,0,0,1,2,DOWNLOADS,LOW
7687914,.pdf,0,657,0,0,0,0,DOWNLOADS,LOW
822314,.pdf,0,673,0,0,1,2,DOWNLOADS,LOW
1370985,.pdf,0,657,0,0,0,0,DOWNLOADS,LOW
950369,.pdf,0,673,0,0,1,2,DOWNLOADS,LOW
948335,.pdf,0,639,0,0,1,2,DOWNLOADS,LOW
948335,.pdf,0,657,0,0,1,2,DOWNLOADS,LOW
1259343,.pdf,0,309,0,0,0,0,DOWNLOADS,MEDIUM
465191,.pdf,0,673,0,0,1,2,DOWNLOADS,LOW
343344,.pdf,0,657,0,0,1,4,DOWNLOADS,LOW
343344,.pdf,0,639,0,0,1,4,DOWNLOADS,LOW
343344,.pdf,0,681,0,0,1,4,DOWNLOADS,LOW
599380,.pdf,0,309,0,0,1,3,DOWNLOADS,MEDIUM
599380,.pdf,0,684,0,0,1,3,DOWNLOADS,LOW
2396099,.pdf,0,309,0,0,0,0,DOWNLOADS,MEDIUM
1548814,.pdf,0,428,0,0,0,0,DOWNLOADS,LOW
803719,.pdf,0,426,0,0,0,0,DOWNLOADS,LOW
1496199,.pdf,0,429,0,0,1,2,DOWNLOADS,LOW
1496199,.pdf,0,430,0,0,1,2,DOWNLOADS,LOW
1013732,.pdf,0,422,0,0,1,2,DOWNLOADS,LOW
1013732,.pdf,0,423,0,0,1,2,DOWNLOADS,LOW
2064227,.pdf,0,332,0,0,0,0,DOWNLOADS,MEDIUM
1138862,.pdf,0,269,0,0,1,2,DOWNLOADS,MEDIUM
1138862,.pdf,0,288,0,0,1,2,DOWNLOADS,MEDIUM
1716135,.pdf,0,270,0,0,0,0,DOWNLOADS,MEDIUM
1177923,.pdf,0,269,0,0,0,0,DOWNLOADS,MEDIUM
1047564,.pdf,0,269,0,0,0,0,DOWNLOADS,MEDIUM
1344709,.pdf,0,269,0,0,0,0,DOWNLOADS,MEDIUM
932563,.pdf,0,280,0,0,0,0,DOWNLOADS,MEDIUM
2008279,.pdf,0,792,0,0,1,2,DOWNLOADS,LOW
2583187,.pdf,0,792,0,0,1,2,DOWNLOADS,LOW
73575,.pdf,0,792,0,0,1,2,DOWNLOADS,LOW
537400,.pdf,0,792,0,0,1,2,DOWNLOADS,LOW
1726522,.pdf,0,792,0,0,1,2,DOWNLOADS,LOW
230170,.pdf,0,428,0,0,0,0,DOWNLOADS,LOW
878833,.pdf,0,219,0,0,0,0,DOWNLOADS,MEDIUM
49336,.pdf,0,281,0,0,1,2,DOWNLOADS,MEDIUM
49336,.pdf,0,281,0,0,1,2,DOWNLOADS,LOW
631187,.pdf,0,656,0,0,0,0,DOWNLOADS,LOW
405038,.pdf,0,632,0,0,0,0,DOWNLOADS,LOW
2243335,.pdf,0,652,0,0,0,0,DOWNLOADS,LOW
2800157,.pdf,0,639,0,0,0,0,DOWNLOADS,LOW
232354,.pdf,0,605,0,0,0,0,DOWNLOADS,LOW
16036312,.pdf,0,604,0,0,0,0,DOWNLOADS,LOW
18342898,.pdf,0,652,0,0,0,0,DOWNLOADS,LOW
57875855,.pdf,0,603,0,0,0,0,DOWNLOADS,LOW
2942825,.pdf,0,278,0,0,0,0,DOWNLOADS,MEDIUM
748263,.pdf,0,277,0,0,0,0,DOWNLOADS,MEDIUM
34624252,.pdf,0,497,0,0,0,0,DOWNLOADS,LOW
124033,.pdf,0,371,0,0,0,0,DOWNLOADS,MEDIUM
407777,.pdf,0,449,0,0,0,0,DOWNLOADS,LOW
1217130,.pdf,0,351,0,0,1,2,DOWNLOADS,MEDIUM
1217130,.pdf,0,362,0,0,1,2,DOWNLOADS,MEDIUM
2268,.pdf,0,632,0,0,0,0,DOWNLOADS,LOW
139593,.pdf,0,450,0,0,0,0,DOWNLOADS,LOW
3667,.pdf,0,619,0,0,0,0,DOWNLOADS,LOW
11045,.pdf,0,487,0,0,0,0,DOWNLOADS,LOW
11157,.pdf,0,487,0,0,0,0,DOWNLOADS,LOW
172744,.pdf,0,596,0,0,0,0,DOWNLOADS,LOW
2097152,.csv,0,300,0,0,1,2,DOWNLOADS,MEDIUM
2097152,.csv,0,250,0,0,0,0,DOWNLOADS,MEDIUM
6930,.pdf,0,633,0,0,0,0,DOWNLOADS,LOW
3151839,.pdf,0,285,0,0,0,0,DOWNLOADS,MEDIUM
1048576,.py,0,2,3,3,0,0,PROJECT_LIKE,HIGH
3015,.py,0,102,0,0,0,0,PROJECT_LIKE,HIGH
2097152,.csv,0,3,6,6,1,2,PROJECT_LIKE,HIGH
1362,.js,0,133,0,0,0,0,PROJECT_LIKE,HIGH
1157,,0,133,0,0,0,0,PROJECT_LIKE,HIGH
1048576,.ipynb,0,0,6,6,0,0,PROJECT_LIKE,HIGH
434,.json,0,133,0,0,0,0,PROJECT_LIKE,HIGH
707,.md,0,133,0,0,0,0,PROJECT_LIKE,HIGH
17004490,.csv,0,102,0,0,0,0,PROJECT_LIKE,HIGH
617,.ipynb,0,20,0,0,0,0,PROJECT_LIKE,HIGH
1048576,.docx,0,5,3,3,0,0,GENERAL,HIGH
1048576,.txt,0,7,3,3,0,0,GENERAL,HIGH
1838,.pdf,0,102,0,0,0,0,GENERAL,HIGH
